Names,Formula,CAS No,SMILES,Reference,Exp logp,C,H,N,O,S,P,F,Cl,Br,I,,,
4-tert-butylphenol,C10H14O,,CC(C)(C)c1ccc(O)cc1,sangster (1989) ,3.04,10,14,0,1,0,0,0,0,0,0,,11,
cis-4-tert-butylcyclohexanol,C10H20O,,CC(C)(C)[C@H]1CC[C@@H](O)CC1,sangster (1989) ,3.02,10,20,0,1,0,0,0,0,0,0,,11,
trans-4-tert-butylcyclohexanol,C10H20O,,CC(C)(C)[C@@H]1CC[C@@H](O)CC1,sangster (1989) ,3.09,10,20,0,1,0,0,0,0,0,0,,11,
decan-1-ol,C10H22O,,CCCCCCCCCCO,sangster (1989) ,4.57,10,22,0,1,0,0,0,0,0,0,,11,
dodecan-1-ol,C12H26O,,CCCCCCCCCCCCO,sangster (1989) ,5.13,12,26,0,1,0,0,0,0,0,0,,13,
"7-phenyl-4,6-diyn-hept-2-en-1-ol",C13H10O,,C1=CC=C(C=C1)C#CC#CC=CCO,sangster (1989) ,2.48,13,10,0,1,0,0,0,0,0,0,,14,
di(phenyl)methanol,C13H12O,,OC(c1ccccc1)c2ccccc2,sangster (1989) ,2.67,13,12,0,1,0,0,0,0,0,0,,14,
(2-methylphenyl)-phenylmethanol,C14H14O,,Cc1ccccc1C(O)c2ccccc2,sangster (1989) ,3.06,14,14,0,1,0,0,0,0,0,0,,15,
(4-methylphenyl)-phenylmethanol,C14H14O,,Cc1ccc(cc1)C(O)c2ccccc2,sangster (1989) ,3.13,14,14,0,1,0,0,0,0,0,0,,15,
"2,6-di(butan-2-yl)phenol",C14H22O,,CCC(C)c1cccc(C(C)CC)c1O,sangster (1989) ,4.4,14,22,0,1,0,0,0,0,0,0,,15,
tri(phenyl)methanol,C19H16O,,OC(c1ccccc1)(c2ccccc2)c3ccccc3,sangster (1989) ,3.68,19,16,0,1,0,0,0,0,0,0,,20,
formaldehyde,CH2O,,C=O,sangster (1989) ,0.35,1,2,0,1,0,0,0,0,0,0,,2,
acetaldehyde,C2H4O,,CC=O,sangster (1989) ,0.45,2,4,0,1,0,0,0,0,0,0,,3,
prop-2-enal,C3H4O,,C=CC=O,sangster (1989) ,-0.01,3,4,0,1,0,0,0,0,0,0,,4,
propanal,C3H6O,,CCC=O,sangster (1989) ,0.59,3,6,0,1,0,0,0,0,0,0,,4,
butanal,C4H8O,,CCCC=O,sangster (1989) ,0.88,4,8,0,1,0,0,0,0,0,0,,5,
2-methylidenebutanal,C5H8O,,CCC(=C)C=O,sangster (1989) ,1.24,5,8,0,1,0,0,0,0,0,0,,6,
hexanal,C6H12O,,CCCCCC=O,sangster (1989) ,1.78,6,12,0,1,0,0,0,0,0,0,,7,
benzaldehyde,C7H6O,,O=Cc1ccccc1,sangster (1989) ,1.48,7,6,0,1,0,0,0,0,0,0,,8,
2-phenylacetaldehyde,C8H8O,,O=CCc1ccccc1,sangster (1989) ,1.78,8,8,0,1,0,0,0,0,0,0,,9,
2-methylbenzaldehyde,C8H8O,,Cc1ccccc1C=O,sangster (1989) ,2.26,8,8,0,1,0,0,0,0,0,0,,9,
"7-phenylhept-2-ene-4,6-diynal",C13H8O,,O=CC=CC#CC#Cc1ccccc1,sangster (1989) ,3.1,13,8,0,1,0,0,0,0,0,0,,14,
propan-2-one,C3H6O,,CC(C)=O,sangster (1989) ,-0.24,3,6,0,1,0,0,0,0,0,0,,4,
butan-2-one,C4H8O,,CCC(C)=O,sangster (1989) ,0.29,4,8,0,1,0,0,0,0,0,0,,5,
pentan-2-one,C5H10O,,CCCC(C)=O,sangster (1989) ,0.84,5,10,0,1,0,0,0,0,0,0,,6,
pentan-3-one,C5H10O,,CCC(=O)CC,sangster (1989) ,0.82,5,10,0,1,0,0,0,0,0,0,,6,
3-methylbutan-2-one,C5H10O,,CC(C)C(C)=O,sangster (1989) ,0.56,5,10,0,1,0,0,0,0,0,0,,6,
hex-5-yn-2-one,C6H8O,,CC(=O)CCC#C,sangster (1989) ,0.58,6,8,0,1,0,0,0,0,0,0,,7,
cyclohex-2-en-1-one,C6H8O,,O=C1CCCC=C1,sangster (1989) ,0.61,6,8,0,1,0,0,0,0,0,0,,7,
hex-5-en-2-one,C6H10O,,CC(=O)CCC=C,sangster (1989) ,1.02,6,10,0,1,0,0,0,0,0,0,,7,
cyclohexanone,C6H10O,,O=C1CCCCC1,sangster (1989) ,0.81,6,10,0,1,0,0,0,0,0,0,,7,
hexan-2-one,C6H12O,,CCCCC(C)=O,sangster (1989) ,1.38,6,12,0,1,0,0,0,0,0,0,,7,
4-methylpentan-2-one,C6H12O,,CC(C)CC(C)=O,sangster (1989) ,1.31,6,12,0,1,0,0,0,0,0,0,,7,
heptan-2-one,C7H14O,,CCCCCC(C)=O,sangster (1989) ,1.98,7,14,0,1,0,0,0,0,0,0,,8,
5-methylhexan-2-one,C7H14O,,CC(C)CCC(C)=O,sangster (1989) ,1.88,7,14,0,1,0,0,0,0,0,0,,8,
1-phenylethanone,C8H8O,,CC(=O)c1ccccc1,sangster (1989) ,1.63,8,8,0,1,0,0,0,0,0,0,,9,
octan-2-one,C8H16O,,CCCCCCC(C)=O,sangster (1989) ,2.37,8,16,0,1,0,0,0,0,0,0,,9,
1-phenylprop-2-en-1-one,C9H8O,,C=CC(=O)c1ccccc1,sangster (1989) ,1.88,9,8,0,1,0,0,0,0,0,0,,10,
1-phenylpropan-1-one,C9H10O,,CCC(=O)c1ccccc1,sangster (1989) ,2.19,9,10,0,1,0,0,0,0,0,0,,10,
1-(4-methylphenyl)ethanone,C9H10O,,CC(=O)c1ccc(C)cc1,sangster (1989) ,2.19,9,10,0,1,0,0,0,0,0,0,,10,
1-phenylpropan-2-ol,C9H10O,,CC(O)Cc1ccccc1,sangster (1989) ,1.44,9,10,0,1,0,0,0,0,0,0,,10,
nonan-2-one,C9H18O,,CCCCCCCC(C)=O,sangster (1989) ,3.16,9,18,0,1,0,0,0,0,0,0,,10,
5-methyloctan-2-one,C9H18O,,CCCC(C)CCC(C)=O,sangster (1989) ,2.92,9,18,0,1,0,0,0,0,0,0,,10,
4-phenyl-3-buten-2-one,C10H10O,,CC(=O)C=Cc1ccccc1,sangster (1989) ,2.07,10,10,0,1,0,0,0,0,0,0,,11,
693-54-9,C10H20O,,CCCCCCCCC(C)=O,sangster (1989) ,3.77,10,20,0,1,0,0,0,0,0,0,,11,
1-(4-propan-2-ylphenyl)ethanone,C11H14O,,CC(C)c1ccc(cc1)C(C)=O,sangster (1989) ,2.98,11,14,0,1,0,0,0,0,0,0,,12,
undecan-2-one,C11H22O,,CCCCCCCCCC(C)=O,sangster (1989) ,4.09,11,22,0,1,0,0,0,0,0,0,,12,
1-acetylazulene,C12H10O,,CC(=O)c1ccc2cccccc12,sangster (1989) ,2.87,12,10,0,1,0,0,0,0,0,0,,13,
4-phenylcyclohexan-1-one,C12H14O,,O=C1CCC(CC1)c2ccccc2,sangster (1989) ,2.45,12,14,0,1,0,0,0,0,0,0,,13,
cyclododecanone,C12H22O,,O=C1CCCCCCCCCCC1,sangster (1989) ,4.1,12,22,0,1,0,0,0,0,0,0,,13,
fluoren-9-one,C13H8O,,O=C1c2ccccc2c3ccccc13,sangster (1989) ,3.58,13,8,0,1,0,0,0,0,0,0,,14,
di(phenyl)methanone,C13H10O,,O=C(c1ccccc1)c2ccccc2,sangster (1989) ,3.18,13,10,0,1,0,0,0,0,0,0,,14,
"1,2-di(phenyl)ethanone",C14H12O,,O=C(Cc1ccccc1)c2ccccc2,sangster (1989) ,3.18,14,12,0,1,0,0,0,0,0,0,,15,
formic acid,CH2O2,,OC=O,sangster (1989) ,-0.54,1,2,0,2,0,0,0,0,0,0,,3,
acetic acid,C2H4O2,,CC(O)=O,sangster (1989) ,-0.17,2,4,0,2,0,0,0,0,0,0,,4,
propanoic acid,C3H6O2,,CCC(O)=O,sangster (1989) ,0.33,3,6,0,2,0,0,0,0,0,0,,5,
2-butenoic acid,C4H6O2,,CC=CC(O)=O,sangster (1989) ,0.72,4,6,0,2,0,0,0,0,0,0,,6,
2-methylprop-2-enoic acid,C4H6O2,,CC(=C)C(O)=O,sangster (1989) ,0.93,4,6,0,2,0,0,0,0,0,0,,6,
butanoic acid,C4H8O2,,CCCC(O)=O,sangster (1989) ,0.79,4,8,0,2,0,0,0,0,0,0,,6,
pentanoic acid,C5H10O2,,CCCCC(O)=O,sangster (1989) ,1.39,5,10,0,2,0,0,0,0,0,0,,7,
"hexa-2,4-dienoic acid",C6H8O2,,CC=CC=CC(O)=O,sangster (1989) ,1.33,6,8,0,2,0,0,0,0,0,0,,8,
hexanoic acid,C6H12O2,,CCCCCC(O)=O,sangster (1989) ,1.92,6,12,0,2,0,0,0,0,0,0,,8,
2-methylpentanoic acid,C6H12O2,,CCCC(C)C(O)=O,sangster (1989) ,1.8,6,12,0,2,0,0,0,0,0,0,,8,
2-ethylbutanoic acid,C6H12O2,,CCC(CC)C(O)=O,sangster (1989) ,1.68,6,12,0,2,0,0,0,0,0,0,,8,
benzoic acid,C7H6O2,,OC(=O)c1ccccc1,sangster (1989) ,1.87,7,6,0,2,0,0,0,0,0,0,,9,
2-phenylacetic acid,C8H8O2,,OC(=O)Cc1ccccc1,sangster (1989) ,1.41,8,8,0,2,0,0,0,0,0,0,,10,
2-methylbenzoic acid,C8H8O2,,Cc1ccccc1C(O)=O,sangster (1989) ,2.46,8,8,0,2,0,0,0,0,0,0,,10,
3-methylbenzoic acid,C8H8O2,,Cc1cccc(c1)C(O)=O,sangster (1989) ,2.37,8,8,0,2,0,0,0,0,0,0,,10,
4-methylbenzoic acid,C8H8O2,,Cc1ccc(cc1)C(O)=O,sangster (1989) ,2.34,8,8,0,2,0,0,0,0,0,0,,10,
octanoic acid,C8H16O2,,CCCCCCCC(O)=O,sangster (1989) ,3.05,8,16,0,2,0,0,0,0,0,0,,10,
2-ethylhexanoic acid,C8H16O2,,CCCCC(CC)C(O)=O,sangster (1989) ,2.64,8,16,0,2,0,0,0,0,0,0,,10,
2-propylpentanoic acid,C8H16O2,,CCCC(CCC)C(O)=O,sangster (1989) ,2.75,8,16,0,2,0,0,0,0,0,0,,10,
3-phenyl-2-propenoic acid,C9H8O2,,OC(=O)C=Cc1ccccc1,sangster (1989) ,2.25,9,8,0,2,0,0,0,0,0,0,,11,
3-phenylprop-2-enoic acid,C9H8O3,,OC(=O)C=Cc1ccccc1,sangster (1989) ,2.13,9,8,0,3,0,0,0,0,0,0,,12,
2-phenylpropanoic acid,C9H10O2,,CC(C(O)=O)c1ccccc1,sangster (1989) ,1.8,9,10,0,2,0,0,0,0,0,0,,11,
3-phenylpropanoic acid,C9H10O2,,OC(=O)CCc1ccccc1,sangster (1989) ,1.84,9,10,0,2,0,0,0,0,0,0,,11,
2-(3-methylphenyl)acetic acid,C9H10O2,,Cc1cccc(CC(O)=O)c1,sangster (1989) ,1.95,9,10,0,2,0,0,0,0,0,0,,11,
2-(4-methylphenyl)acetic acid,C9H10O2,,Cc1ccc(CC(O)=O)cc1,sangster (1989) ,1.86,9,10,0,2,0,0,0,0,0,0,,11,
2-propylhexanoic acid,C9H18O2,,CCCCC(CCC)C(O)=O,sangster (1989) ,3.01,9,18,0,2,0,0,0,0,0,0,,11,
2-methyl-3-phenylpropanoic acid,C10H10O2,,CC(Cc1ccccc1)C(O)=O,sangster (1989) ,2.6,10,10,0,2,0,0,0,0,0,0,,12,
decanoic acid,C10H20O2,,CCCCCCCCCC(O)=O,sangster (1989) ,4.09,10,20,0,2,0,0,0,0,0,0,,12,
2-propylheptanoic acid,C10H20O2,,CCCCCC(CCC)C(O)=O,sangster (1989) ,3.55,10,20,0,2,0,0,0,0,0,0,,12,
2-butylhexanoic acid,C10H20O2,,CCCCC(CCCC)C(O)=O,sangster (1989) ,3.55,10,20,0,2,0,0,0,0,0,0,,12,
"5-phenyl-2,4-pentadienoic acid",C11H10O2,,OC(=O)C=CC=Cc1ccccc1,sangster (1989) ,2.5,11,10,0,2,0,0,0,0,0,0,,13,
dodecanoic acid,C12H24O2,,CCCCCCCCCCCC(O)=O,sangster (1989) ,4.6,12,24,0,2,0,0,0,0,0,0,,14,
"2,2-di(phenyl)acetic acid",C14H12O2,,OC(=O)C(c1ccccc1)c2ccccc2,sangster (1989) ,2.6,14,12,0,2,0,0,0,0,0,0,,16,
tetradecanoic acid,C14H28O2,,CCCCCCCCCCCCCC(O)=O,sangster (1989) ,6.1,14,28,0,2,0,0,0,0,0,0,,16,
anthracene-9-carboxylic acid,C15H10O2,,OC(=O)c1c2ccccc2cc3ccccc13,sangster (1989) ,6.58,15,10,0,2,0,0,0,0,0,0,,17,
hexadecanoic acid,C16H32O2,,CCCCCCCCCCCCCCCC(O)=O,sangster (1989) ,7.17,16,32,0,2,0,0,0,0,0,0,,18,
"9,12,15-octadecatrienoic acid ",C18H30O2,,CCC=CCC=CCC=CCCCCCCCC(O)=O,sangster (1989) ,6.46,18,30,0,2,0,0,0,0,0,0,,20,
"9,12-ocradecadienoic acid",C18H32O2,,CCCCCC=CCC=CCCCCCCCC(=O)O,sangster (1989) ,7.05,18,32,0,2,0,0,0,0,0,0,,20,
9-octadecenoic acid,C18H34O2,,CCCCCCCCC=CCCCCCCCC(O)=O,sangster (1989) ,7.64,18,34,0,2,0,0,0,0,0,0,,20,
octadecanoate,C18H36O2,,CCCCCCCCCCCCCCCCCC([O-])=O,sangster (1989) ,8.23,18,36,0,2,0,0,0,0,0,0,,20,
"5,8,11,14-eicosatetraenoic acid",C20H32O2,,CCCCCC=CCC=CCC=CCC=CCCCC(O)=O,sangster (1989) ,6.98,20,32,0,2,0,0,0,0,0,0,,22,
icosanoic acid,C20H40O2,,CCCCCCCCCCCCCCCCCCCC(O)=O,sangster (1989) ,9.29,20,40,0,2,0,0,0,0,0,0,,22,
propyl formate,C4H8O2,,CCCOC=O,sangster (1989) ,0.83,4,8,0,2,0,0,0,0,0,0,,6,
phenyl formate,C7H6O2,,O=COc1ccccc1,sangster (1989) ,1.26,7,6,0,2,0,0,0,0,0,0,,9,
ethyl acetate,C4H8O2,,CCOC(C)=O,sangster (1989) ,0.18,4,8,0,2,0,0,0,0,0,0,,6,
ethenyl acetate,C4H6O2,,CC(=O)OC=C,sangster (1989) ,0.73,4,6,0,2,0,0,0,0,0,0,,6,
propyl acetate,C5H10O2,,CCCOC(C)=O,sangster (1989) ,1.24,5,10,0,2,0,0,0,0,0,0,,7,
butyl acetate,C6H12O2,,CCCCOC(C)=O,sangster (1989) ,1.82,6,12,0,2,0,0,0,0,0,0,,8,
phenyl acetate,C8H8O2,,CC(=O)Oc1ccccc1,sangster (1989) ,1.49,8,8,0,2,0,0,0,0,0,0,,10,
phenylmethyl acetate,C9H10O2,,CC(=O)OCc1ccccc1,sangster (1989) ,1.96,9,10,0,2,0,0,0,0,0,0,,11,
methyl 2-phenylacetate,C9H10O2,,COC(=O)Cc1ccccc1,sangster (1989) ,1.93,9,10,0,2,0,0,0,0,0,0,,11,
(3-methylphenyl) acetate,C9H10O2,,CC(=O)Oc1cccc(C)c1,sangster (1989) ,2.09,9,10,0,2,0,0,0,0,0,0,,11,
(4-methylphenyl) acetate,C9H10O2,,CC(=O)Oc1ccc(C)cc1,sangster (1989) ,2.11,9,10,0,2,0,0,0,0,0,0,,11,
2-phenylethyl acetate,C10H12O2,,CC(=O)OCCc1ccccc1,sangster (1989) ,2.3,10,12,0,2,0,0,0,0,0,0,,12,
(4-ethylphenyl) acetate,C10H12O2,,CCc1ccc(OC(C)=O)cc1,sangster (1989) ,2.56,10,12,0,2,0,0,0,0,0,0,,12,
(2-ethylphenyl) acetate,C10H12O2,,CCc1ccccc1OC(C)=O,sangster (1989) ,2.42,10,12,0,2,0,0,0,0,0,0,,12,
methyl 2-(4-methylphenyl)acetate,C10H12O2,,COC(=O)Cc1ccc(C)cc1,sangster (1989) ,2.44,10,12,0,2,0,0,0,0,0,0,,12,
methyl prop-2-enoate,C4H6O2,,COC(=O)C=C,sangster (1989) ,0.8,4,6,0,2,0,0,0,0,0,0,,6,
ethyl prop-2-enoate,C5H8O2,,CCOC(=O)C=C,sangster (1989) ,1.32,5,8,0,2,0,0,0,0,0,0,,7,
butyl prop-2-enoate,C7H12O2,,CCCCOC(=O)C=C,sangster (1989) ,2.36,7,12,0,2,0,0,0,0,0,0,,9,
2-methylpropyl prop-2-enoate,C7H12O2,,CC(C)COC(=O)C=C,sangster (1989) ,2.22,7,12,0,2,0,0,0,0,0,0,,9,
ethyl propanoate,C5H10O2,,CCOC(=O)CC,sangster (1989) ,1.21,5,10,0,2,0,0,0,0,0,0,,7,
methyl 2-methylprop-2-enoate,C5H8O2,,COC(=O)C(C)=C,sangster (1989) ,1.38,5,8,0,2,0,0,0,0,0,0,,7,
ethyl 2-methylprop-2-enoate,C6H10O2,,CCOC(=O)C(C)=C,sangster (1989) ,1.94,6,10,0,2,0,0,0,0,0,0,,8,
propan-2-yl (e)-but-2-enoate,C7H12O2,,C/C=C/C(=O)OC(C)C,sangster (1989) ,2.25,7,12,0,2,0,0,0,0,0,0,,9,
butyl 2-methylprop-2-enoate,C8H14O2,,CCCCOC(=O)C(C)=C,sangster (1989) ,2.88,8,14,0,2,0,0,0,0,0,0,,10,
2-methylpropyl 2-methylprop-2-enoate,C8H14O2,,CC(C)COC(=O)C(C)=C,sangster (1989) ,2.66,8,14,0,2,0,0,0,0,0,0,,10,
tert-butyl 2-methylprop-2-enoate,C8H14O2,,CC(=C)C(=O)OC(C)(C)C,sangster (1989) ,2.54,8,14,0,2,0,0,0,0,0,0,,10,
cyclohexyl 2-methylprop-2-enoate,C10H16O2,,CC(=C)C(=O)OC1CCCCC1,sangster (1989) ,3.6,10,16,0,2,0,0,0,0,0,0,,12,
phenylmethyl 2-methylprop-2-enoate,C11H12O2,,CC(=C)C(=O)OCc1ccccc1,sangster (1989) ,2.7,11,12,0,2,0,0,0,0,0,0,,13,
2-ethylhexyl 2-methylprop-2-enoate,C12H22O2,,CCCCC(CC)COC(=O)C(C)=C,sangster (1989) ,4.8,12,22,0,2,0,0,0,0,0,0,,14,
8-methylnonyl 2-methylprop-2-enoate,C14H26O2,,CC(C)CCCCCCCOC(=O)C(C)=C,sangster (1989) ,5.9,14,26,0,2,0,0,0,0,0,0,,16,
phenyl 3-methylbutanoate,C11H14O2,,CC(C)CC(=O)Oc1ccccc1,sangster (1989) ,3.18,11,14,0,2,0,0,0,0,0,0,,13,
phenylmethyl heptanoate,C14H20O2,,CCCCCCC(=O)OCc1ccccc1,sangster (1989) ,3.26,14,20,0,2,0,0,0,0,0,0,,16,
methyl benzoate,C8H8O2,,COC(=O)c1ccccc1,sangster (1989) ,2.2,8,8,0,2,0,0,0,0,0,0,,10,
ethyl benzoate,C9H10O2,,CCOC(=O)c1ccccc1,sangster (1989) ,2.64,9,10,0,2,0,0,0,0,0,0,,11,
propyl benzoate,C10H12O2,,CCCOC(=O)c1ccccc1,sangster (1989) ,3.18,10,12,0,2,0,0,0,0,0,0,,12,
propan-2-yl benzoate,C10H12O2,,CC(C)OC(=O)c1ccccc1,sangster (1989) ,3.18,10,12,0,2,0,0,0,0,0,0,,12,
butyl benzoate,C11H14O2,,CCCCOC(=O)c1ccccc1,sangster (1989) ,3.74,11,14,0,2,0,0,0,0,0,0,,13,
3-methylbutyl benzoate,C12H16O2,,CC(C)CCOC(=O)c1ccccc1,sangster (1989) ,4.15,12,16,0,2,0,0,0,0,0,0,,14,
phenyl benzoate,C13H10O2,,O=C(Oc1ccccc1)c2ccccc2,sangster (1989) ,3.59,13,10,0,2,0,0,0,0,0,0,,15,
phenylmethyl benzoate,C14H12O2,,O=C(OCc1ccccc1)c2ccccc2,sangster (1989) ,3.97,14,12,0,2,0,0,0,0,0,0,,16,
phenyl 2-ethyl-3-methylbutanoate,C13H18O2,,CCC(C(C)C)C(=O)Oc1ccccc1,sangster (1989) ,4.2,13,18,0,2,0,0,0,0,0,0,,15,
methyl 2-methylbenzoate,C9H10O2,,COC(=O)c1ccccc1C,sangster (1989) ,2.75,9,10,0,2,0,0,0,0,0,0,,11,
"3-phenylpropenoic acid, methyl ester",C10H10O2,,COC(=O)C=Cc1ccccc1,sangster (1989) ,2.62,10,10,0,2,0,0,0,0,0,0,,12,
ethyl 3-phenylprop-2-enoate,C11H12O2,,CCOC(=O)C=Cc1ccccc1,sangster (1989) ,2.99,11,12,0,2,0,0,0,0,0,0,,13,
[(e)-3-phenylprop-2-enyl] (e)-3-phenylprop-2-enoate,C18H16O2,,O=C(OC\C=C\c1ccccc1)/C=C/c2ccccc2,sangster (1989) ,4.45,18,16,0,2,0,0,0,0,0,0,,20,
methyl 3-phenylpropanoate,C10H12O2,,COC(=O)CCc1ccccc1,sangster (1989) ,2.32,10,12,0,2,0,0,0,0,0,0,,12,
methyl nonanoate,C10H20O2,,CCCCCCCCC(=O)OC,sangster (1989) ,3.87,10,20,0,2,0,0,0,0,0,0,,12,
"methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",C11H18O2,,COC(=O)C1C(C=C(C)C)C1(C)C,sangster (1989) ,3.76,11,18,0,2,0,0,0,0,0,0,,13,
"phenylmethyl (1r,3r)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",C17H22O2,,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2ccccc2)C1(C)C,sangster (1989) ,5.49,17,22,0,2,0,0,0,0,0,0,,19,
methyl decanoate,C11H22O2,,CCCCCCCCCC(=O)OC,sangster (1989) ,4.41,11,22,0,2,0,0,0,0,0,0,,13,
methyl 3-methyl-2-phenylbutanoate,C12H16O2,,COC(=O)C(C(C)C)c1ccccc1,sangster (1989) ,3.33,12,16,0,2,0,0,0,0,0,0,,14,
chloromethane,CH3Cl,,CCl,sangster (1989) ,0.91,1,3,0,0,0,0,0,1,0,0,,2,
fluoromethane,CH3F,,CF,sangster (1989) ,0.51,1,3,0,0,0,0,1,0,0,0,,2,
iodomethane,CH3I,,CI,sangster (1989) ,1.51,1,3,0,0,0,0,0,0,0,1,,2,
bromoethane,C2H5Br,,CCBr,sangster (1989) ,1.61,2,5,0,0,0,0,0,0,1,0,,3,
chloroethane,C2H5Cl,,CCCl,sangster (1989) ,1.43,2,5,0,0,0,0,0,1,0,0,,3,
iodoethane,C2H5I,,CCI,sangster (1989) ,2,2,5,0,0,0,0,0,0,0,1,,3,
3-bromoprop-1-ene,C3H5Br,,BrCC=C,sangster (1989) ,1.79,3,5,0,0,0,0,0,0,1,0,,4,
1-bromopropane,C3H7Br,,CCCBr,sangster (1989) ,2.1,3,7,0,0,0,0,0,0,1,0,,4,
1-chloropropane,C3H7Cl,,CCCCl,sangster (1989) ,2.04,3,7,0,0,0,0,0,1,0,0,,4,
2-chloropropane,C3H7Cl,,CC(C)Cl,sangster (1989) ,1.9,3,7,0,0,0,0,0,1,0,0,,4,
4-bromobut-1-ene,C4H7Br,,BrCCC=C,sangster (1989) ,2.34,4,7,0,0,0,0,0,0,1,0,,5,
1-bromobutane,C4H9Br,,CCCCBr,sangster (1989) ,2.75,4,9,0,0,0,0,0,0,1,0,,5,
1-chlorobutane,C4H9Cl,,CCCCCl,sangster (1989) ,2.64,4,9,0,0,0,0,0,1,0,0,,5,
1-fluorobutane,C4H9F,,CCCCF,sangster (1989) ,2.58,4,9,0,0,0,0,1,0,0,0,,5,
1-bromopentane,C5H11Br,,CCCCCBr,sangster (1989) ,3.37,5,11,0,0,0,0,0,0,1,0,,6,
1-fluoropentane,C5H11F,,CCCCCF,sangster (1989) ,2.33,5,11,0,0,0,0,1,0,0,0,,6,
bromobenzene,C6H5Br,,Brc1ccccc1,sangster (1989) ,2.99,6,5,0,0,0,0,0,0,1,0,,7,
chlorobenzene,C6H5Cl,,Clc1ccccc1,sangster (1989) ,2.84,6,5,0,0,0,0,0,1,0,0,,7,
fluorobenzene,C6H5F,,Fc1ccccc1,sangster (1989) ,2.27,6,5,0,0,0,0,1,0,0,0,,7,
iodobenzene,C6H5I,,Ic1ccccc1,sangster (1989) ,3.25,6,5,0,0,0,0,0,0,0,1,,7,
bromocyclohexane,C6H11Br,,BrC1CCCCC1,sangster (1989) ,3.2,6,11,0,0,0,0,0,0,1,0,,7,
1-bromohexane,C6H13Br,,CCCCCCBr,sangster (1989) ,3.8,6,13,0,0,0,0,0,0,1,0,,7,
100-39-0,C7H7Br,,BrCc1ccccc1,sangster (1989) ,2.92,7,7,0,0,0,0,0,0,1,0,,8,
chloromethylbenzene,C7H7Cl,,ClCc1ccccc1,sangster (1989) ,2.3,7,7,0,0,0,0,0,1,0,0,,8,
1-chloro-2-methylbenzene,C7H7Cl,,Cc1ccccc1Cl,sangster (1989) ,3.42,7,7,0,0,0,0,0,1,0,0,,8,
1-chloro-3-methylbenzene,C7H7Cl,,Cc1cccc(Cl)c1,sangster (1989) ,3.28,7,7,0,0,0,0,0,1,0,0,,8,
1-chloro-4-methylbenzene,C7H7Cl,,Cc1ccc(Cl)cc1,sangster (1989) ,3.33,7,7,0,0,0,0,0,1,0,0,,8,
1-bromoheptane,C7H15Br,,CCCCCCCBr,sangster (1989) ,4.36,7,15,0,0,0,0,0,0,1,0,,8,
1-chloroheptane,C7H15Cl,,CCCCCCCCl,sangster (1989) ,4.15,7,15,0,0,0,0,0,1,0,0,,8,
1-bromooctane,C8H17Cl,,CCCCCCCCBr,sangster (1989) ,4.89,8,17,0,0,0,0,0,1,0,0,,9,
1-chloronaphthalene,C10H7Cl,,Clc1cccc2ccccc12,sangster (1989) ,3.9,10,7,0,0,0,0,0,1,0,0,,11,
2-chloronaphthalene,C10H7Cl,,Clc1ccc2ccccc2c1,sangster (1989) ,3.98,10,7,0,0,0,0,0,1,0,0,,11,
1-bromodecane,C10H21Br,,CCCCCCCCCCBr,sangster (1989) ,6,10,21,0,0,0,0,0,0,1,0,,11,
1-chloro-2-phenylbenzene,C12H9Cl,,Clc1ccccc1c2ccccc2,sangster (1989) ,4.52,12,9,0,0,0,0,0,1,0,0,,13,
1-chloro-3-phenylbenzene,C12H9Cl,,Clc1cccc(c1)c2ccccc2,sangster (1989) ,4.58,12,9,0,0,0,0,0,1,0,0,,13,
1-chloro-4-phenylbenzene,C12H9Cl,,Clc1ccc(cc1)c2ccccc2,sangster (1989) ,4.61,12,9,0,0,0,0,0,1,0,0,,13,
methanamine,CH5N,,CN,sangster (1989) ,-0.57,1,5,1,0,0,0,0,0,0,0,,2,
ethanamine,C2H7N,,CCN,sangster (1989) ,-0.13,2,7,1,0,0,0,0,0,0,0,,3,
n-methylmethanamine,C2H7N,,CNC,sangster (1989) ,-0.38,2,7,1,0,0,0,0,0,0,0,,3,
prop-2-en-1-amine,C3H7N,,NCC=C,sangster (1989) ,0.03,3,7,1,0,0,0,0,0,0,0,,4,
propan-1-amine,C3H9N,,CCCN,sangster (1989) ,0.48,3,9,1,0,0,0,0,0,0,0,,4,
propan-2-amine,C3H9N,,CC(C)N,sangster (1989) ,0.26,3,9,1,0,0,0,0,0,0,0,,4,
n-methylethanamine,C3H9N,,CCNC,sangster (1989) ,0.15,3,9,1,0,0,0,0,0,0,0,,4,
"n,n-dimethylmethanamine",C3H9N,,CN(C)C,sangster (1989) ,0.16,3,9,1,0,0,0,0,0,0,0,,4,
1h-pyrrole,C4H5N,,[nH]1cccc1,sangster (1989) ,0.75,4,5,1,0,0,0,0,0,0,0,,5,
pyrrolidine,C4H9N,,C1CCNC1,sangster (1989) ,0.46,4,9,1,0,0,0,0,0,0,0,,5,
butan-1-amine,C4H11N,,CCCCN,sangster (1989) ,0.86,4,11,1,0,0,0,0,0,0,0,,5,
2-methylpropan-1-amine,C4H11N,,CC(C)CN,sangster (1989) ,0.73,4,11,1,0,0,0,0,0,0,0,,5,
