Names,Formula,CAS No,SMILES,Reference,Exp logp,C,H,N,O,S,P,F,Cl,Br,I,,,
butan-2-amine,C4H11N,,CCC(C)N,sangster (1989) ,0.74,4,11,1,0,0,0,0,0,0,0,,5,
2-methylpropan-2-amine,C4H11N,,CC(C)(C)N,sangster (1989) ,0.4,4,11,1,0,0,0,0,0,0,0,,5,
n-ethylethanamine,C4H11N,,CCNCC,sangster (1989) ,0.58,4,11,1,0,0,0,0,0,0,0,,5,
ethyl-dimethyl-amine,C4H11N,,CCN(C)C,sangster (1989) ,0.7,4,11,1,0,0,0,0,0,0,0,,5,
pyridine,C5H5N,,c1ccncc1,sangster (1989) ,0.65,5,5,1,0,0,0,0,0,0,0,,6,
1-methylpyrrole,C5H7N,,Cn1cccc1,sangster (1989) ,1.21,5,7,1,0,0,0,0,0,0,0,,6,
allylethyl amine,C5H11N,,NCCCC=C,sangster (1989) ,0.81,5,11,1,0,0,0,0,0,0,0,,6,
piperidine,C5H11N,,C1CCNCC1,sangster (1989) ,0.84,5,11,1,0,0,0,0,0,0,0,,6,
pentan-1-amine,C5H13N,,CCCCCN,sangster (1989) ,1.49,5,13,1,0,0,0,0,0,0,0,,6,
n-methylbutan-1-amine,C5H13N,,CCCCNC,sangster (1989) ,1.33,5,13,1,0,0,0,0,0,0,0,,6,
n-ethylpropan-2-amine,C5H13N,,CCNC(C)C,sangster (1989) ,0.93,5,13,1,0,0,0,0,0,0,0,,6,
aniline,C6H7N,,Nc1ccccc1,sangster (1989) ,0.9,6,7,1,0,0,0,0,0,0,0,,7,
2-methylpyridine,C6H7N,,Cc1ccccn1,sangster (1989) ,1.11,6,7,1,0,0,0,0,0,0,0,,7,
3-methylpyridine,C6H7N,,Cc1cccnc1,sangster (1989) ,1.2,6,7,1,0,0,0,0,0,0,0,,7,
4-methylpyridine,C6H7N,,Cc1ccncc1,sangster (1989) ,1.22,6,7,1,0,0,0,0,0,0,0,,7,
n-prop-2-enylprop-2-en-1-amine,C6H11N,,C=CCNCC=C,sangster (1989) ,1.11,6,11,1,0,0,0,0,0,0,0,,7,
cyclohexanamine,C6H13N,,NC1CCCCC1,sangster (1989) ,1.49,6,13,1,0,0,0,0,0,0,0,,7,
allylpropyl amine,C6H13N,,NCCCCC=C,sangster (1989) ,1.33,6,13,1,0,0,0,0,0,0,0,,7,
1-methylpiperidine,C6H13N,,CN1CCCCC1,sangster (1989) ,1.3,6,13,1,0,0,0,0,0,0,0,,7,
hexan-1-amine,C6H15N,,CCCCCCN,sangster (1989) ,2.06,6,15,1,0,0,0,0,0,0,0,,7,
n-propylpropan-1-amine,C6H15N,,CCCNCCC,sangster (1989) ,1.67,6,15,1,0,0,0,0,0,0,0,,7,
"n,n-dimethylbutan-1-amine",C6H15N,,CCCCN(C)C,sangster (1989) ,1.7,6,15,1,0,0,0,0,0,0,0,,7,
"n,n-diethylethanamine",C6H15N,,CCN(CC)CC,sangster (1989) ,1.45,6,15,1,0,0,0,0,0,0,0,,7,
phenylmethanamine,C7H9N,,NCc1ccccc1,sangster (1989) ,1.09,7,9,1,0,0,0,0,0,0,0,,8,
2-methylaniline,C7H9N,,Cc1ccccc1N,sangster (1989) ,1.32,7,9,1,0,0,0,0,0,0,0,,8,
3-methylaniline,C7H9N,,Cc1cccc(N)c1,sangster (1989) ,1.4,7,9,1,0,0,0,0,0,0,0,,8,
n-methylaniline,C7H9N,,CNc1ccccc1,sangster (1989) ,1.39,7,9,1,0,0,0,0,0,0,0,,8,
2-ethylpyridine,C7H9N,,CCc1ccccn1,sangster (1989) ,1.69,7,9,1,0,0,0,0,0,0,0,,8,
"2,6-dimethylpyridine",C7H9N,,Cc1cccc(C)n1,sangster (1989) ,1.68,7,9,1,0,0,0,0,0,0,0,,8,
1-azabicyclo[2.2.2]octane,C7H13N,,C1CN2CCC1CC2,sangster (1989) ,1.38,7,13,1,0,0,0,0,0,0,0,,8,
1-ethylpiperidine,C7H15N,,CCN1CCCCC1,sangster (1989) ,1.88,7,15,1,0,0,0,0,0,0,0,,8,
heptan-1-amine,C7H17N,,CCCCCCCN,sangster (1989) ,2.57,7,17,1,0,0,0,0,0,0,0,,8,
heptan-2-amine,C7H17N,,CCCCCC(C)N,sangster (1989) ,2.4,7,17,1,0,0,0,0,0,0,0,,8,
n-propylbutan-1-amine,C7H17N,,CCCCNCCC,sangster (1989) ,2.12,7,17,1,0,0,0,0,0,0,0,,8,
2-methyl-n-propylpropan-1-amine,C7H17N,,CCCNCC(C)C,sangster (1989) ,2.07,7,17,1,0,0,0,0,0,0,0,,8,
n-propylbutan-2-amine,C7H17N,,CCCNC(C)CC,sangster (1989) ,1.91,7,17,1,0,0,0,0,0,0,0,,8,
1h-indole,C8H7N,,[nH]1ccc2ccccc12,sangster (1989) ,2.14,8,7,1,0,0,0,0,0,0,0,,9,
n-methyl-1-phenylmethanimine,C8H9N,,CN=Cc1ccccc1,sangster (1989) ,1.64,8,9,1,0,0,0,0,0,0,0,,9,
2-phenylethanamine,C8H11N,,NCCc1ccccc1,sangster (1989) ,1.41,8,11,1,0,0,0,0,0,0,0,,9,
2-ethylaniline,C8H11N,,CCc1ccccc1N,sangster (1989) ,1.74,8,11,1,0,0,0,0,0,0,0,,9,
4-ethylaniline,C8H11N,,CCc1ccc(N)cc1,sangster (1989) ,1.96,8,11,1,0,0,0,0,0,0,0,,9,
"2,4-dimethylaniline",C8H11N,,Cc1ccc(N)c(C)c1,sangster (1989) ,1.68,8,11,1,0,0,0,0,0,0,0,,9,
n-methyl-1-phenylmethanamine,C8H11N,,CNCc1ccccc1,sangster (1989) ,1.52,8,11,1,0,0,0,0,0,0,0,,9,
n-ethylaniline,C8H11N,,CCNc1ccccc1,sangster (1989) ,2.16,8,11,1,0,0,0,0,0,0,0,,9,
"n,2-dimethylaniline",C8H11N,,CNc1ccccc1C,sangster (1989) ,2.15,8,11,1,0,0,0,0,0,0,0,,9,
"n,n-dimethylaniline",C8H11N,,CN(C)c1ccccc1,sangster (1989) ,2.31,8,11,1,0,0,0,0,0,0,0,,9,
4-propylpyridine,C8H11N,,CCCc1ccncc1,sangster (1989) ,2.1,8,11,1,0,0,0,0,0,0,0,,9,
"2,4,6-trimethylpyridine",C8H11N,,Cc1cc(C)nc(C)c1,sangster (1989) ,1.88,8,11,1,0,0,0,0,0,0,0,,9,
octan-1-amine,C8H19N,,CCCCCCCCN,sangster (1989) ,3.09,8,19,1,0,0,0,0,0,0,0,,9,
2-ethylhexan-1-amine,C8H19N,,CCCCC(CC)CN,sangster (1989) ,2.82,8,19,1,0,0,0,0,0,0,0,,9,
n-butylbutan-1-amine,C8H19N,,CCCCNCCCC,sangster (1989) ,2.83,8,19,1,0,0,0,0,0,0,0,,9,
n-ethyl-n-propylpropan-1-amine,C8H19N,,CCCN(CC)CCC,sangster (1989) ,2.68,8,19,1,0,0,0,0,0,0,0,,9,
quinoline,C9H7N,,c1ccc2ncccc2c1,sangster (1989) ,2.03,9,7,1,0,0,0,0,0,0,0,,10,
isoquinoline,C9H7N,,c1ccc2cnccc2c1,sangster (1989) ,2.08,9,7,1,0,0,0,0,0,0,0,,10,
1-methylindole,C9H9N,,Cn1ccc2ccccc12,sangster (1989) ,2.72,9,9,1,0,0,0,0,0,0,0,,10,
2-methyl-1h-indole,C9H9N,,Cc1[nH]c2ccccc2c1,sangster (1989) ,2.53,9,9,1,0,0,0,0,0,0,0,,10,
3-methyl-1h-indole,C9H9N,,Cc1c[nH]c2ccccc12,sangster (1989) ,2.6,9,9,1,0,0,0,0,0,0,0,,10,
5-methyl-1h-indole,C9H9N,,Cc1ccc2[nH]ccc2c1,sangster (1989) ,2.68,9,9,1,0,0,0,0,0,0,0,,10,
cis-1-amino-2-phenylcyclopropane,C9H11N,,N[C@@H]1C[C@@H]1c2ccccc2,sangster (1989) ,1.49,9,11,1,0,0,0,0,0,0,0,,10,
"(1r,2s)-2-phenylcyclopropan-1-amine",C9H11N,,N[C@@H]1C[C@H]1c2ccccc2,sangster (1989) ,1.58,9,11,1,0,0,0,0,0,0,0,,10,
"1,2,3,4-tetrahydroquinoline",C9H11N,,C1CNc2ccccc2C1,sangster (1989) ,2.29,9,11,1,0,0,0,0,0,0,0,,10,
3-phenylpropan-1-amine,C9H13N,,NCCCc1ccccc1,sangster (1989) ,1.83,9,13,1,0,0,0,0,0,0,0,,10,
1-phenylpropan-2-amine,C9H13N,,CC(N)Cc1ccccc1,sangster (1989) ,1.76,9,13,1,0,0,0,0,0,0,0,,10,
4-propylaniline,C9H13N,,CCCc1ccc(N)cc1,sangster (1989) ,2.4,9,13,1,0,0,0,0,0,0,0,,10,
4-propan-2-ylaniline,C9H13N,,CC(C)c1ccc(N)cc1,sangster (1989) ,2.34,9,13,1,0,0,0,0,0,0,0,,10,
n-propylaniline,C9H13N,,CCCNc1ccccc1,sangster (1989) ,2.45,9,13,1,0,0,0,0,0,0,0,,10,
5944-41-2,C9H13N,,CC(C)(C)c1ccccn1,sangster (1989) ,2.4,9,13,1,0,0,0,0,0,0,0,,10,
4-butylpyridine,C9H13N,,CCCCc1ccncc1,sangster (1989) ,3.13,9,13,1,0,0,0,0,0,0,0,,10,
"n,n-dimethyl-1-phenylmethanamine",C9H13N,,CN(C)Cc1ccccc1,sangster (1989) ,1.98,9,13,1,0,0,0,0,0,0,0,,10,
"n,n,2-trimethylaniline",C9H13N,,CN(C)c1ccccc1C,sangster (1989) ,2.85,9,13,1,0,0,0,0,0,0,0,,10,
"3,n,n-trimethylaniline",C9H13N,,CN(C)c1cccc(C)c1,sangster (1989) ,2.8,9,13,1,0,0,0,0,0,0,0,,10,
"n,n,4-trimethylaniline",C9H13N,,CN(C)c1ccc(C)cc1,sangster (1989) ,2.81,9,13,1,0,0,0,0,0,0,0,,10,
"n,n-di(prop-2-enyl)prop-2-en-1-amine",C9H15N,,C=CCN(CC=C)CC=C,sangster (1989) ,2.59,9,15,1,0,0,0,0,0,0,0,,10,
1-cyclohexylpropan-2-amine,C9H19N,,CC(N)CC1CCCCC1,sangster (1989) ,2.96,9,19,1,0,0,0,0,0,0,0,,10,
nonan-1-amine,C9H21N,,CCCCCCCCCN,sangster (1989) ,3.6,9,21,1,0,0,0,0,0,0,0,,10,
"n,n-dipropylpropan-1-amine",C9H21N,,CCCN(CCC)CCC,sangster (1989) ,2.79,9,21,1,0,0,0,0,0,0,0,,10,
naphthalen-1-amine,C10H9N,,Nc1cccc2ccccc12,sangster (1989) ,2.25,10,9,1,0,0,0,0,0,0,0,,11,
naphthalen-2-amine,C10H9N,,Nc1ccc2ccccc2c1,sangster (1989) ,2.4,10,9,1,0,0,0,0,0,0,0,,11,
2-phenyl-1h-pyrrole,C10H9N,,[nH]1cccc1c2ccccc2,sangster (1989) ,2.76,10,9,1,0,0,0,0,0,0,0,,11,
"1,2-dimethylindole",C10H11N,,Cn1c(C)cc2ccccc12,sangster (1989) ,2.82,10,11,1,0,0,0,0,0,0,0,,11,
"1,2,3,4-tetrahydronaphthalen-2-amine",C10H13N,,NC1CCc2ccccc2C1,sangster (1989) ,2.08,10,13,1,0,0,0,0,0,0,0,,11,
2-phenylpyrrolidine,C10H13N,,C1CNC(C1)c2ccccc2,sangster (1989) ,1.89,10,13,1,0,0,0,0,0,0,0,,11,
"3-methyl-1,2,3,4-tetrahydroisoquinoline",C10H13N,,CC1Cc2ccccc2CN1,sangster (1989) ,1.93,10,13,1,0,0,0,0,0,0,0,,11,
4-phenylbutan-1-amine,C10H15N,,NCCCCc1ccccc1,sangster (1989) ,2.4,10,15,1,0,0,0,0,0,0,0,,11,
1-phenylbutan-2-amine,C10H15N,,CCC(N)Cc1ccccc1,sangster (1989) ,2.28,10,15,1,0,0,0,0,0,0,0,,11,
4-butylaniline,C10H15N,,CCCCc1ccc(N)cc1,sangster (1989) ,3.05,10,15,1,0,0,0,0,0,0,0,,11,
4-tertbutylaniline,C10H15N,,CC(C)(C)c1ccc(N)cc1,sangster (1989) ,2.47,10,15,1,0,0,0,0,0,0,0,,11,
"2,6-diethylaniline",C10H15N,,CCc1cccc(CC)c1N,sangster (1989) ,3.1,10,15,1,0,0,0,0,0,0,0,,11,
n-butylaniline,C10H15N,,CCCCNc1ccccc1,sangster (1989) ,3.1,10,15,1,0,0,0,0,0,0,0,,11,
n-methyl-2-amino-3-phenylpropane,C10H15N,,CNC(C)Cc1ccccc1,sangster (1989) ,2.07,10,15,1,0,0,0,0,0,0,0,,11,
4-pentylpyridine,C10H15N,,CCCCCc1ccncc1,sangster (1989) ,3.45,10,15,1,0,0,0,0,0,0,0,,11,
"n,n-diethylaniline",C10H15N,,CCN(CC)c1ccccc1,sangster (1989) ,3.31,10,15,1,0,0,0,0,0,0,0,,11,
decan-1-amine,C10H15N,,CCCCCCCCCCN,sangster (1989) ,4.1,10,15,1,0,0,0,0,0,0,0,,11,
2-phenylpyridine,C11H9N,,c1ccc(cc1)c2ccccn2,sangster (1989) ,2.63,11,9,1,0,0,0,0,0,0,0,,12,
4-phenylpyridine,C11H9N,,c1ccc(cc1)c2ccncc2,sangster (1989) ,2.59,11,9,1,0,0,0,0,0,0,0,,12,
58742-04-4,C11H13N,,NC1CC2CC1c3ccccc23,sangster (1989) ,2,11,13,1,0,0,0,0,0,0,0,,12,
n-methyl-n-(phenylmethyl)prop-2-yn-1-amine,C11H13N,,CN(CC#C)Cc1ccccc1,sangster (1989) ,2.08,11,13,1,0,0,0,0,0,0,0,,12,
1-methyl-2-phenylpyrrolidine,C11H15N,,CN1CCCC1c2ccccc2,sangster (1989) ,2.38,11,15,1,0,0,0,0,0,0,0,,12,
4-phenylpiperidine,C11H15N,,C1CC(CCN1)c2ccccc2,sangster (1989) ,2.39,11,15,1,0,0,0,0,0,0,0,,12,
1-phenylpentan-2-amine,C11H17N,,CCCC(N)Cc1ccccc1,sangster (1989) ,2.79,11,17,1,0,0,0,0,0,0,0,,12,
3-methyl-1-phenylbutan-2-amine,C11H17N,,CC(C)C(N)Cc1ccccc1,sangster (1989) ,2.59,11,17,1,0,0,0,0,0,0,0,,12,
"n,n-dimethyl-3-phenylpropan-1-amine",C11H17N,,CN(C)CCCc1ccccc1,sangster (1989) ,2.73,11,17,1,0,0,0,0,0,0,0,,12,
4-hexylpyridine,C11H17N,,CCCCCCc1ccncc1,sangster (1989) ,4.35,11,17,1,0,0,0,0,0,0,0,,12,
1-cyclooctyl-2-aminopropane,C11H23N,,CC(N)CC1CCCCCCC1,sangster (1989) ,3.7,11,23,1,0,0,0,0,0,0,0,,12,
9h-carbazole,C12H9N,,[nH]1c2ccccc2c3ccccc13,sangster (1989) ,3.72,12,9,1,0,0,0,0,0,0,0,,13,
2-phenylaniline,C12H11N,,Nc1ccccc1c2ccccc2,sangster (1989) ,2.84,12,11,1,0,0,0,0,0,0,0,,13,
4-phenylaniline,C12H11N,,Nc1ccc(cc1)c2ccccc2,sangster (1989) ,2.86,12,11,1,0,0,0,0,0,0,0,,13,
n-phenylaniline,C12H11N,,N(c1ccccc1)c2ccccc2,sangster (1989) ,3.5,12,11,1,0,0,0,0,0,0,0,,13,
14342-36-0,C12H15N,,NC1CC2CCC1c3ccccc23,sangster (1989) ,2.29,12,15,1,0,0,0,0,0,0,0,,13,
4-cyclohexylaniline,C12H17N,,Nc1ccc(cc1)C2CCCCC2,sangster (1989) ,3.65,12,17,1,0,0,0,0,0,0,0,,13,
1-phenylhexan-2-amine,C12H19N,,CCCCC(N)Cc1ccccc1,sangster (1989) ,3.36,12,19,1,0,0,0,0,0,0,0,,13,
4-methyl-1-phenylpentan-2-amine,C12H19N,,CC(C)CC(N)Cc1ccccc1,sangster (1989) ,3.29,12,19,1,0,0,0,0,0,0,0,,13,
"3,3-dimethyl-1-phenylbutan-2-amine",C12H19N,,CC(C)(C)C(N)Cc1ccccc1,sangster (1989) ,2.91,12,19,1,0,0,0,0,0,0,0,,13,
"1-(3,4,5-trimethylphenyl)-2-aminopropane",C12H19N,,CC(N)Cc1cc(C)c(C)c(C)c1,sangster (1989) ,3.5,12,19,1,0,0,0,0,0,0,0,,13,
"2,6-di(propan-2-yl)aniline",C12H19N,,CC(C)c1cccc(C(C)C)c1N,sangster (1989) ,3.18,12,19,1,0,0,0,0,0,0,0,,13,
4-heptylpyridine,C12H19N,,CCCCCCCc1ccncc1,sangster (1989) ,5,12,19,1,0,0,0,0,0,0,0,,13,
acridine,C13H9N,,c1ccc2nc3ccccc3cc2c1,sangster (1989) ,3.4,13,9,1,0,0,0,0,0,0,0,,14,
n-(phenylmethyl)aniline,C13H13N,,C(Nc1ccccc1)c2ccccc2,sangster (1989) ,3.13,13,13,1,0,0,0,0,0,0,0,,14,
n-methyl-n-phenylaniline,C13H13N,,CN(c1ccccc1)c2ccccc2,sangster (1989) ,3.9,13,13,1,0,0,0,0,0,0,0,,14,
anthracen-2-amine,C14H11N,,Nc1ccc2cc3ccccc3cc2c1,sangster (1989) ,3.4,14,11,1,0,0,0,0,0,0,0,,15,
2-phenylquinoline,C15H11N,,c1ccc(cc1)c2ccc3ccccc3n2,sangster (1989) ,3.9,15,11,1,0,0,0,0,0,0,0,,16,
"1,3-di(phenyl)propan-2-amine",C15H17N,,NC(Cc1ccccc1)Cc2ccccc2,sangster (1989) ,3.55,15,17,1,0,0,0,0,0,0,0,,16,
n-phenyl-1-aminonaphthalene,C16H13N,,N(c1ccccc1)c2cccc3ccccc23,sangster (1989) ,4.2,16,13,1,0,0,0,0,0,0,0,,17,
"4,4-di(phenyl)butan-1-amine",C16H19N,,NCCCC(c1ccccc1)c2ccccc2,sangster (1989) ,4,16,19,1,0,0,0,0,0,0,0,,17,
chrysen-6-amine,C18H13N,,Nc1cc2c3ccccc3ccc2c4ccccc14,sangster (1989) ,4.98,18,13,1,0,0,0,0,0,0,0,,19,
"n,n-di(phenyl)aniline",C18H15N,,c1ccc(cc1)N(c2ccccc2)c3ccccc3,sangster (1989) ,5.74,18,15,1,0,0,0,0,0,0,0,,19,
"n,n-dimethyl-4,4-di(phenyl)butan-1-amine",C18H23N,,CN(C)CCCC(c1ccccc1)c2ccccc2,sangster (1989) ,4.8,18,23,1,0,0,0,0,0,0,0,,19,
acetonitrile,C2H3N,,CC#N,sangster (1989) ,-0.34,2,3,1,0,0,0,0,0,0,0,,3,
acrylonitrile,C3H3N,,C=CC#N,sangster (1989) ,0.25,3,3,1,0,0,0,0,0,0,0,,4,
propanenitrile,C3H5N,,CCC#N,sangster (1989) ,0.16,3,5,1,0,0,0,0,0,0,0,,4,
but-3-enenitrile,C4H5N,,C=CCC#N,sangster (1989) ,0.4,4,5,1,0,0,0,0,0,0,0,,5,
2-methylprop-2-enenitrile,C4H5N,,CC(=C)C#N,sangster (1989) ,0.68,4,5,1,0,0,0,0,0,0,0,,5,
butanenitrile,C4H7N,,CCCC#N,sangster (1989) ,0.6,4,7,1,0,0,0,0,0,0,0,,5,
2-methylpropanenitrile,C4H7N,,CC(C)C#N,sangster (1989) ,0.46,4,7,1,0,0,0,0,0,0,0,,5,
pentanenitrile,C5H9N,,CCCCC#N,sangster (1989) ,0.94,5,9,1,0,0,0,0,0,0,0,,6,
2-methylbutanenitrile,C5H9N,,CCC(C)C#N,sangster (1989) ,1.05,5,9,1,0,0,0,0,0,0,0,,6,
3-methylbutanenitrile,C5H9N,,CC(C)CC#N,sangster (1989) ,0.85,5,9,1,0,0,0,0,0,0,0,,6,
hexanenitrile,C6H11N,,CCCCCC#N,sangster (1989) ,1.66,6,11,1,0,0,0,0,0,0,0,,7,
4-methylpentanenitrile,C6H11N,,CC(C)CCC#N,sangster (1989) ,1.54,6,11,1,0,0,0,0,0,0,0,,7,
benzonitrile,C7H5N,,N#Cc1ccccc1,sangster (1989) ,1.56,7,5,1,0,0,0,0,0,0,0,,8,
2-phenylacetonitrile,C8H7N,,N#CCc1ccccc1,sangster (1989) ,1.56,8,7,1,0,0,0,0,0,0,0,,9,
2-methylbenzonitrile,C8H7N,,Cc1ccccc1C#N,sangster (1989) ,2.21,8,7,1,0,0,0,0,0,0,0,,9,
octanenitrile,C8H15N,,CCCCCCCC#N,sangster (1989) ,2.75,8,15,1,0,0,0,0,0,0,0,,9,
3-phenylpropenenitrile,C9H7N,,N#CC=Cc1ccccc1,sangster (1989) ,1.94,9,7,1,0,0,0,0,0,0,0,,10,
2-phenylpropanenitrile,C9H9N,,CC(C#N)c1ccccc1,sangster (1989) ,1.72,9,9,1,0,0,0,0,0,0,0,,10,
2-(4-methylphenyl)acetonitrile,C9H9N,,Cc1ccc(CC#N)cc1,sangster (1989) ,1.8,9,9,1,0,0,0,0,0,0,0,,10,
"n,n-dihydroxymethanamine",CH3NO2,,CN(O)O,sangster (1989) ,-0.33,1,3,1,2,0,0,0,0,0,0,,4,
ethyl-dihydroxyazanium,C2H5NO2,,CC[NH+](O)O,sangster (1989) ,0.18,2,5,1,2,0,0,0,0,0,0,,5,
1-nitropropane,C3H7NO2,,CCC[N+]([O-])=O,sangster (1989) ,0.87,3,7,1,2,0,0,0,0,0,0,,6,
1-nitrobutane,C4H9NO2,,CCCC[N+]([O-])=O,sangster (1989) ,1.47,4,9,1,2,0,0,0,0,0,0,,7,
"n,n-dihydroxy-2-methylpropan-2-amine",C4H9NO2,,CC(C)(C)N(O)O,sangster (1989) ,1.17,4,9,1,2,0,0,0,0,0,0,,7,
1-nitropentane,C5H11NO2,,CCCCC[N+]([O-])=O,sangster (1989) ,2.01,5,11,1,2,0,0,0,0,0,0,,8,
nitrobenzene,C6H5NO2,,[O-][N+](=O)c1ccccc1,sangster (1989) ,1.85,6,5,1,2,0,0,0,0,0,0,,9,
1-methyl-2-nitrobenzene,C7H7NO2,,Cc1ccccc1[N+]([O-])=O,sangster (1989) ,2.3,7,7,1,2,0,0,0,0,0,0,,10,
1-methyl-3-nitrobenzene,C7H7NO2,,Cc1cccc(c1)[N+]([O-])=O,sangster (1989) ,2.45,7,7,1,2,0,0,0,0,0,0,,10,
"n,n-dihydroxy-4-methylaniline",C7H7NO2,,Cc1ccc(cc1)N(O)O,sangster (1989) ,2.42,7,7,1,2,0,0,0,0,0,0,,10,
nitromethylbenzene,C7H7NO2,,[O-][N+](=O)Cc1ccccc1,sangster (1989) ,1.75,7,7,1,2,0,0,0,0,0,0,,10,
formamide,CH3NO,,NC=O,sangster (1989) ,-1.51,1,3,1,1,0,0,0,0,0,0,,3,
acetamide,C2H5NO,,CC(N)=O,sangster (1989) ,-1.26,2,5,1,1,0,0,0,0,0,0,,4,
prop-2-enamide,C3H5NO,,NC(=O)C=C,sangster (1989) ,-0.78,3,5,1,1,0,0,0,0,0,0,,5,
"n,n-dimethylformamide",C3H7NO,,CN(C)C=O,sangster (1989) ,-1.01,3,7,1,1,0,0,0,0,0,0,,5,
n-methylacetamide,C3H7NO,,CNC(C)=O,sangster (1989) ,-1.05,3,7,1,1,0,0,0,0,0,0,,5,
butanamide,C4H9NO,,CCCC(N)=O,sangster (1989) ,-0.21,4,9,1,1,0,0,0,0,0,0,,6,
"n,n-dimethylethanamide",C4H9NO,,CN(C)C(C)=O,sangster (1989) ,-0.77,4,9,1,1,0,0,0,0,0,0,,6,
"n,n-diethylacetamide",C6H13NO,,CCN(CC)C(C)=O,sangster (1989) ,0.34,6,13,1,1,0,0,0,0,0,0,,8,
benzamide,C7H7NO,,NC(=O)c1ccccc1,sangster (1989) ,0.64,7,7,1,1,0,0,0,0,0,0,,9,
n-phenylmethanamide,C7H7NO,,O=CNc1ccccc1,sangster (1989) ,1.15,7,7,1,1,0,0,0,0,0,0,,9,
n-phenylacetamide,C8H9NO,,CC(=O)Nc1ccccc1,sangster (1989) ,0.45,8,9,1,1,0,0,0,0,0,0,,10,
3-methylbenzamide,C8H9NO,,Cc1cccc(c1)C(N)=O,sangster (1989) ,1.18,8,9,1,1,0,0,0,0,0,0,,10,
n-(4-methylphenyl)formamide,C8H9NO,,Cc1ccc(NC=O)cc1,sangster (1989) ,1.61,8,9,1,1,0,0,0,0,0,0,,10,
n-methylbenzamide,C8H9NO,,CNC(=O)c1ccccc1,sangster (1989) ,0.86,8,9,1,1,0,0,0,0,0,0,,10,
n-methyl-n-phenylacetamide,C8H9NO,,CN(C(C)=O)c1ccccc1,sangster (1989) ,1.09,8,9,1,1,0,0,0,0,0,0,,10,
n-(2-methylphenyl)ethanamide,C9H8NO,,CC(=O)Nc1ccccc1C,sangster (1989) ,1.51,9,8,1,1,0,0,0,0,0,0,,11,
n-(3-methylphenyl)ethanamide,C9H8NO,,CC(=O)Nc1cccc(C)c1,sangster (1989) ,1.51,9,8,1,1,0,0,0,0,0,0,,11,
n-(4-methylphenyl)acetamide,C9H8NO,,CC(=O)Nc1ccc(C)cc1,sangster (1989) ,1.51,9,8,1,1,0,0,0,0,0,0,,11,
(e)-3-phenylprop-2-enamide,C9H9NO,,NC(=O)/C=C/c1ccccc1,sangster (1989) ,1.43,9,9,1,1,0,0,0,0,0,0,,11,
"n,n-diethyl-2-methylbenzamide",C12H17NO,,CCN(CC)C(=O)c1ccccc1C,sangster (1989) ,2.02,12,17,1,1,0,0,0,0,0,0,,14,
n-phenylbenzamide,C13H11NO,,O=C(Nc1ccccc1)c2ccccc2,sangster (1989) ,2.62,13,11,1,1,0,0,0,0,0,0,,15,
propane-1-thiol,C3H8S,,CCCS,sangster (1989) ,1.81,3,8,0,0,1,0,0,0,0,0,,4,
thiophene,C4H4S,,s1cccc1,sangster (1989) ,1.81,4,4,0,0,1,0,0,0,0,0,,5,
butane-1-thiol,C4H10S,,CCCCS,sangster (1989) ,2.28,4,10,0,0,1,0,0,0,0,0,,5,
ethylsulfanylethane,C4H10S,,CCSCC,sangster (1989) ,1.95,4,10,0,0,1,0,0,0,0,0,,5,
benzenethiol,C6H6S,,Sc1ccccc1,sangster (1989) ,2.52,6,6,0,0,1,0,0,0,0,0,,7,
methylsulfanylbenzene,C7H8S,,CSc1ccccc1,sangster (1989) ,2.74,7,8,0,0,1,0,0,0,0,0,,8,
1-benzothiophene,C8H6S,,s1ccc2ccccc12,sangster (1989) ,3.12,8,6,0,0,1,0,0,0,0,0,,9,
dibenzothiophene,C12H8S,,s1c2ccccc2c3ccccc13,sangster (1989) ,4.38,12,8,0,0,1,0,0,0,0,0,,13,
phenylsulfanylbenzene,C12H10S,,S(c1ccccc1)c2ccccc2,sangster (1989) ,4.45,12,10,0,0,1,0,0,0,0,0,,13,
methylsulfinylmethane,C2H6OS,,C[S](C)=O,sangster (1989) ,-1.35,2,6,0,1,1,0,0,0,0,0,,4,
methylsulfonylmethane,C2H6O2S,,C[S](C)(=O)=O,sangster (1989) ,-1.41,2,6,0,2,1,0,0,0,0,0,,5,
diethyl carbonate,C5H10O3,,CCOC(=O)OCC,sangster (1989) ,1.21,5,10,0,3,0,0,0,0,0,0,,8,
1-propylsulfonylpropane,C6H14O2S,,CCC[S](=O)(=O)CCC,sangster (1989) ,1.15,6,14,0,2,1,0,0,0,0,0,,9,
methylsulfinylbenzene,C7H8OS,,C[S](=O)c1ccccc1,sangster (1989) ,0.55,7,8,0,1,1,0,0,0,0,0,,9,
methylsulfonylbenzene,C7H8O2S,,C[S](=O)(=O)c1ccccc1,sangster (1989) ,0.5,7,8,0,2,1,0,0,0,0,0,,10,
di(phenyl)diazene,C12H10N2,,c1ccc(cc1)N=Nc2ccccc2,sangster (1989) ,3.82,12,10,2,0,0,0,0,0,0,0,,14,
phenylsulfinylbenzene,C12H10OS,,O=[S](c1ccccc1)c2ccccc2,sangster (1989) ,2.06,12,10,0,1,1,0,0,0,0,0,,14,
diphenyl carbonate,C13H10O3,,O=C(Oc1ccccc1)Oc2ccccc2,sangster (1989) ,3.28,13,10,0,3,0,0,0,0,0,0,,16,
